"mes_ano_referencia"|"codigo_recebimento"|"descricao_receita"|"fonte_recurso"|"nome_entidade"|"valor"
"3/2022"|"1721510100"|"COTA-PARTE DO IPVA - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|9470226.22
"3/2022"|"1715510100"|"TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDEB - VAAF"|"#TRANSFERENCIAS DO FUNDEB - COMPLEMENTACAO DA UNIAO - VAAF,"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|2305104
"3/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS DE RECURSOS DO FNDE REFERENTES AO PNATE."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|307.58
"3/2022"|"1114511100"|"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|25066675.34
"3/2022"|"1721520100"|"COTA - PARTE DO IPI - MUNICIPIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|22330.63
"3/2022"|"1711511100"|"COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - COTA MENSAL - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|30927150.5
"3/2022"|"1715510100"|"TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDEB - VAAF"|"#TRANSFERENCIAS DO FUNDEB - COMPLEMENTACAO DA UNIAO - VAAF."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|576276
"3/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS DO FUNDEB - IMPOSTOS E TRANSFERENCIAS DE IM."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1175310.62
"3/2022"|"1911010100"|"MULTAS PREVISTAS EM LEGISLACAO ESPECIFICA - PRINCIPAL"|"#RECURSOS VINCULADOS AO TRANSITO."|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|2131602.96
"3/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS VINCULADOS AO TRANSITO."|"SEMOB - SUPERINTENDENCIA EXECUTIVA DE MOBILIDADE URBANA"|61214.66
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|15923.84
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|2070.45
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|4362.75
"4/2022"|"1121010100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|214875.25
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"AUTARQUIA ESPECIAL MUNICIPAL DE LIMPEZA URBANA - EMLUR"|15336.1
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTRAS TRANSFERENCIAS DE CONVENIOS OU REPASSES DA UNIAO."|"FUNDACAO CULTURAL DE JOAO PESSOA"|6197.63
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"FUNDACAO CULTURAL DE JOAO PESSOA"|446.15
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS VINCULADOS."|"FUNDACAO CULTURAL DE JOAO PESSOA"|525.27
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO DE GESTAO, DESENVOLVIMENTO E MODERNIZACAO DA PROCURADORIA GERAL FUNDERM"|16498.43
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO DE GESTAO, DESENVOLVIMENTO E MODERNIZACAO DA PROCURADORIA GERAL FUNDERM"|156948.37
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DE APOIO AOS PEQUENOS NEGOCIOS - EMPREENDER-JP"|26356.06
"4/2022"|"2311060000"|"AMORTIZACAO DE EMPRESTIMOS CONTRATUAIS"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DE APOIO AOS PEQUENOS NEGOCIOS - EMPREENDER-JP"|0
"4/2022"|"1716500100"|"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA SOCIAL ? FNAS - PRINCIPAL"|"#TRANSFERENCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA."|"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE JOAO PESSOA"|872594.14
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA."|"FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE JOAO PESSOA"|13715.31
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"FUNDO MUNICIPAL DE CULTURA"|219.14
"4/2022"|"1911040100"|"MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|121135.69
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|33584.14
"4/2022"|"1911040100"|"MULTAS PREVISTAS NA LEGISLACAO SOBRE DEFESA DOS DIREITOS DIFUSOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|51915.29
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|0.28
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS"|78362.98
"4/2022"|"1713509145"|"COVID -TRANSF REC DO SUS OUT PROGRAMAS FINANCIADOS POR TRANSFERENCIAS FUNDO"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|169976.56
"4/2022"|"1713504100"|"TRANSFERENCIA DE RECURSOS DO SUS - ASSISTENCIA FARMACEUTICA"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|397765.72
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - ESTRUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|179156.42
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS VINCULADOS A SAUDE ."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|12731.02
"4/2022"|"1713505100"|"TRANSFERENCIA DE RECURSOS DO SUS - GESTAO DO SUS"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|60000
"4/2022"|"1121010100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"#OUTROS RECURSOS VINCULADOS A SAUDE ."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|81224.58
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS DO GOVERNO FEDERAL VINCULADOS A SAUDE ."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|1053.51
"4/2022"|"1713503100"|"TRANSFERENCIA DE RECURSOS DO SUS - VIGILANCIA EM SAUDE"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|845971.98
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|740849.25
"4/2022"|"1713502100"|"TRANSFERENCIA DE RECURSOS DO SUS - ATENCAO DE MEDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOS"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|26216138.25
"4/2022"|"1729990101"|"OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPAL"|"#TRANSFERENCIAS SUS DO GOVERNO ESTADUAL."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|654139.81
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|71698.81
"4/2022"|"1723500101"|"TRANSFERENCIAS DE RECUSOS DO SISTEMA UNICO DE SAUDE - SUS"|"#TRANSFERENCIAS SUS DO GOVERNO ESTADUAL."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|157671.2
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS 011002"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|23447.28
"4/2022"|"1713501100"|"TRANSFERENCIA DE RECURSOS DO SUS - ATENCAO BASICA"|"#TRANSFERENCIAS SUS DO GOVERNO FEDERAL - MANUT. SAUDE."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|6967043.34
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS 011002"|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|37294.03
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS SUS DO GOVERNO ESTADUAL."|"FUNDO MUNICIPAL DE SAUDE DE JOAO PESSOA"|52193.69
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DE URBANIZACAO"|79622.53
"4/2022"|"1121010100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DE URBANIZACAO"|281676.16
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTENCIA."|"FUNDO MUNICIPAL DO IDOSO - FMI-JP"|1538.66
"4/2022"|"1121010100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|171475.95
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"RECURSOS VINCULADOS A FUNDOS."|"FUNDO MUNICIPAL DO MEIO AMBIENTE DE JOAO PESSOA"|12195.23
"4/2022"|"1922990100"|"OUTRAS RESTITUICOES - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DOS DIR. DA CRIANCA E DO ADOLESCENTE DE JOAO PESSOA"|1038.96
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DOS DIR. DA CRIANCA E DO ADOLESCENTE DE JOAO PESSOA"|11202.68
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#OUTROS RECURSOS NAO VINCULADOS."|"FUNDO MUNICIPAL DOS DIR. DA CRIANCA E DO ADOLESCENTE DE JOAO PESSOA"|513
"4/2022"|"7631990100"|"OUTROS SERVICOS DE ATENDIMENTO A SAUDE"|"#OUTROS RECURSOS VINCULADOS A SAUDE ."|"INSTITUTO CANDIDA VARGAS"|1196600.95
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTROS RECURSOS VINCULADOS A SAUDE ."|"INSTITUTO CANDIDA VARGAS"|12571.31
"4/2022"|"7215021100"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|2444165.78
"4/2022"|"1215013100"|"CONTRIBUICAO DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|120983.42
"4/2022"|"1215021100"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|1806.91
"4/2022"|"1922990100"|"OUTRAS RESTITUICOES - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|244828.11
"4/2022"|"1321040100"|"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|68549.67
"4/2022"|"1215021200"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|45.16
"4/2022"|"1321040100"|"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|3807342.48
"4/2022"|"7215501100"|"CONTRIBUICAO DO SERVIDOR CIVIL INATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|26681.1
"4/2022"|"1999030100"|"COMPENSACOES FINANCEIRAS ENTRE O REGIME GERAL E OS REGIMES PROPRIOS DE PREVIDENCIA DOS SER"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|1809840.25
"4/2022"|"7215502100"|"CONTRIBUICAO DO SERVIDOR CIVIL PENSIONISTAS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|14462.06
"4/2022"|"1321040100"|"REMUNERACAO DOS RECURSOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|50291.55
"4/2022"|"1215021100"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|459.44
"4/2022"|"1215011100"|"CONTRIBUICAO DO SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|899738.9
"4/2022"|"7215021200"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - MULTAS E JUROS"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|405.74
"4/2022"|"1215011100"|"CONTRIBUICAO DO SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|2073255.85
"4/2022"|"1215012100"|"CONTRIBUICAO DO SERVIDOR CIVIL INATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|376211.19
"4/2022"|"7215021100"|"CONTRIBUICAO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM REPARTICAO (PLANO F."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|1809561.28
"4/2022"|"1215013100"|"CONTRIBUICAO DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|350.85
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#RECURSOS VINCULADOS AO RPPS - FUNDO EM CAPITALIZACAO (PLAN."|"INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE JOAO PESSOA"|11947.5
"4/2022"|"1114511300"|"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - DIVIDA ATIVA"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1022458.21
"4/2022"|"1751500100"|"TRANSFERENCIAS DE RECURSOS DO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E D"|"#TRANSFERENCIAS DO FUNDEB - IMPOSTOS E TRANSFERENCIAS DE I,"|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|21883003.06
"4/2022"|"1721530100"|"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - PRINCIPAL"|"#RECURSOS DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMI."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|185222.91
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIA DO SALARIO-EDUCACAO."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|197829.11
"4/2022"|"1121010100"|"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|443901.28
"4/2022"|"1241500100"|"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL"|"#RECURSOS DA CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUM."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|6126465.5
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTRAS TRANSFERENCIAS DE RECURSOS DO FNDE."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|19044.67
"4/2022"|"1112500100"|"IMPOSTO PREDIAL E TERRITORIAL URBANO - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|5621608.26
"4/2022"|"1122010100"|"TAXAS PELA PRESTACAO DE SERVICOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|3172472.7
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|3013842.16
"4/2022"|"1112500200"|"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|365410.22
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#RECURSOS DE OPERACOES DE CREDITO ."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|799847.33
"4/2022"|"1999992100"|"OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|33114.46
"4/2022"|"1921990101"|"OUTRAS INDENIZACOES"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|19324.7
"4/2022"|"1714500100"|"TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINCIPAL"|"#TRANSFERENCIA DO SALARIO-EDUCACAO."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|2559841
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTRAS TRANSFERENCIAS DE CONVENIOS OU REPASSES DA UNIAO."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|473931.06
"4/2022"|"1112500300"|"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DIVIDA ATIVA"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|2524261.19
"4/2022"|"1721510100"|"COTA-PARTE DO IPVA - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|9558050.66
"4/2022"|"1113031100"|"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|299227.2
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#TRANSFERENCIAS DE RECURSOS DO FNDE REFERENTES AO PNATE."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|441.2
"4/2022"|"1715510100"|"TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDEB - VAAF"|"#TRANSFERENCIAS DO FUNDEB - COMPLEMENTACAO DA UNIAO - VAAF."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|1213300.12
"4/2022"|"1321010100"|"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL"|"#OUTRAS VINCULACOES DE TRANSFERENCIAS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|6720.95
"4/2022"|"1112530100"|"IMPOSTO SOBRE TRANSMISSAO ?INTER VIVOS? DE BENS IMOVEIS E DE DIREITOS REAIS SOBRE IMOVEIS"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|15991610.56
"4/2022"|"1721500100"|"COTA-PARTE DO ICMS - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|22682963.44
"4/2022"|"1714520100"|"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR ? PN"|"#TRANSFERENCIAS DE RECURSOS DO FNDE REFERENTES AO PNAE."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|816878.44
"4/2022"|"1922990100"|"OUTRAS RESTITUICOES - PRINCIPAL"|"#RECURSOS NAO VINCULADOS DE IMPOSTOS."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|465.1
"4/2022"|"1714530100"|"TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO E"|"#TRANSFERENCIAS DE RECURSOS DO FNDE REFERENTES AO PNATE."|"PREFEITURA MUNICIPAL DE JOAO PESSOA"|3140.8
